date,country_code,country_name,SLT99_FTOT_TREAS,SLT399_FTOT_TREAS_VALCHG,SLT399_FTOT_TREAS_ESTTRANS,SLT99_FTOT_AGCY,SLT399_FTOT_AGCY_VALCHG,SLT399_FTOT_AGCY_ESTTRANS,SLT99_FTOT_CORP,SLT399_FTOT_CORP_VALCHG,SLT399_FTOT_CORP_ESTTRANS,SLT99_FTOT_STK,SLT399_FTOT_STK_VALCHG,SLT399_FTOT_STK_ESTTRANS,SLT99_US_FOR_BOND,SLT399_US_FOR_BOND_VALCHG,SLT399_US_FOR_BOND_ESTTRANS,SLT99_US_FOR_STK,SLT399_US_FOR_STK_VALCHG,SLT399_US_FOR_STK_ESTTRANS
2021-10,55719,South Africa,12528,-33,805,621,-2,17,938,-1,37,18897,1221,-61,13389,-56,-285,55844,-221,539
2021-10,57002,Egypt,2249,-6,1,0,0,0,8,0,0,1072,69,2,8144,-163,190,4409,128,233
2021-10,59994,Total Africa,41415,-115,394,1185,-3,4,2361,-2,31,26006,1685,-155,52027,-1030,-102,103853,391,165
2021-10,60089,Australia ,43372,-108,4736,4482,-13,45,44802,-39,-531,406579,26732,-8653,132994,-9,5238,252210,9394,3128
2021-10,61204,Marshall Islands,9,0,1,3,0,-8,218,0,-66,2488,173,-196,3115,-10,-13,13086,318,-1032
2021-10,61689,New Zealand,5066,-14,32,825,-2,35,3424,-3,12,53515,3477,-459,11657,6,772,16503,311,689
2021-10,69906,Total Other Countries,48698,-123,4776,5365,-15,71,48519,-42,-583,463766,30460,-9336,147807,-9,5994,282917,9394,3448
2021-10,69995,Total Foreign Countries,6648085,-18432,69910,1253721,-3501,30370,4615332,-3935,-211,14394214,941862,-228967,3542883,-7189,49635,12037580,339090,-13484
2021-10,79995,Total IROs,49971,-128,4192,8906,-23,794,14393,-11,1514,12258,810,-315,2335,-410,2305,426,10,-37
2021-10,99990,Foreign official: all countries,3931721,-11044,-9753,645791,-1851,-1116,168493,-143,231,1531551,99040,-5945,NA,NA,NA,NA,NA,NA
2021-10,99996,All Countries and IROs,6698056,-18560,74102,1262627,-3524,31164,4629725,-3946,1303,14406472,942672,-229282,3679529,-7177,51518,12038006,337910,-12331
2021-11,10189,Austria,3369,8,35,499,-1,-3,3103,-20,476,30831,-341,1268,13624,-129,-187,16381,-682,341
2021-11,10251,Belgium,191585,486,518,10307,-26,72,634008,-4699,3341,101727,-1211,-3214,9501,-139,275,54463,-4396,421
2021-11,10405,Cyprus,100,0,-8,0,0,0,63,0,6,4841,-56,15,765,-7,-38,6821,-394,39
2021-11,10502,Denmark,14482,37,-187,292,-1,4,20260,-152,-129,235302,-2712,258,19871,-197,1026,152746,-9924,-1261
2021-11,10707,Finland,6303,16,-6,0,0,0,6302,-48,-74,53811,-636,-1275,11250,-71,44,52557,-2725,652
2021-11,10804,France,208672,556,-9919,17692,-46,-427,82022,-625,-1855,379376,-4396,-1553,180376,-1349,498,542231,-24248,3919
2021-11,11002,Germany,73587,192,-1920,3067,-7,150,136100,-1021,-983,365323,-4174,3588,86415,-1024,463,437515,-30276,3743
2021-11,11207,Greece,1352,4,-25,2,0,0,158,-1,-10,3773,-43,56,2435,0,-435,6944,-533,174
2021-11,11304,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1589,-39,38,1038,-116,60
2021-11,11401,Ireland,195955,499,-485,21773,-54,543,290503,-2179,-1927,860655,-10114,-15808,102653,-313,-3605,746238,-72424,37505
2021-11,11509,Italy,42470,107,487,843,-1,309,19388,-149,-583,68260,-828,-3510,53990,-634,-148,99747,-7423,-507
2021-11,11703,Luxembourg,219695,529,11757,32294,-81,171,726688,-5408,-953,1255826,-14601,-9537,62419,-129,-533,148601,-8389,-1806
2021-11,11819,Malta,598,2,0,21,0,1,1134,-8,2,2658,-29,132,401,-2,128,1329,-92,-261
2021-11,12009,Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,0,15,-1,2
2021-11,12106,Netherlands,65181,170,-1545,16615,-40,893,85155,-650,-2119,355622,-4058,3958,189924,-875,860,545296,-33718,12558
2021-11,12203,Norway,99944,267,-5063,216,-1,-30,52615,-387,698,457319,-5329,-4509,29624,-383,-389,44169,-4142,635
2021-11,12319,Portugal,5202,12,291,0,0,0,1109,-8,-14,8263,-96,-31,2528,-42,22,8574,-540,256
2021-11,12505,Spain,24963,56,2988,3440,-10,-468,4011,-35,-743,41214,-472,285,50686,-519,2093,113784,-13670,368
2021-11,12602,Sweden,39714,101,151,96,0,-2,5077,-36,273,318916,-3659,1840,25091,-309,1328,192276,-12597,-2335
2021-11,12688,Switzerland,257878,657,-390,19870,-69,-7267,95546,-714,-308,793817,-9311,-13058,53939,-104,-2118,648494,-9676,-3407
2021-11,12807,Turkey,1391,3,130,0,0,0,37,0,-15,1222,-15,-86,12060,-506,736,7878,-1192,424
2021-11,13005,United Kingdom,534207,1280,30716,89674,-186,16005,543774,-4115,-8425,1571397,-18123,827,448295,-3697,6445,1019802,-61310,-2376
2021-11,13006,Guernsey,5837,11,1501,214,0,96,7506,-42,1877,58262,-651,1875,6029,-50,9,52391,-2988,2567
2021-11,13007,Jersey,2300,6,-141,518,-1,87,3256,-25,-162,26975,-303,674,12438,-98,731,142318,-8428,1795
2021-11,13008,Isle of Man,1031,3,13,8,0,0,231,-2,-2,2365,-27,-5,1284,-12,-143,6790,-466,-981
2021-11,13218,Serbia,1049,3,15,0,0,0,0,0,0,21,0,-1,2827,-69,-77,1,0,0
2021-11,14214,Croatia,1578,4,-86,0,0,0,10,0,-3,1246,-15,-13,1361,-34,1,60,-7,4
2021-11,14338,Slovenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145,-9,33,362,-20,19
2021-11,15202,Bulgaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,0,5,38,-4,5
2021-11,15288,Czech Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2482,-25,188,1842,-4,-2
2021-11,15504,Hungary,187,1,-307,2104,-5,187,62,-2,-258,1719,-20,-23,6167,-146,169,6139,-608,-13
2021-11,15601,Latvia,155,0,6,1025,-3,8,306,-2,10,655,-8,-1,91,-2,5,6,-1,1
2021-11,15709,Lithuania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532,-13,28,38,-4,4
2021-11,15768,Poland,50148,116,4528,0,0,0,1147,-9,-27,2498,-29,28,5138,-126,2,10906,-1401,293
2021-11,15806,Romania,5229,13,-63,0,0,0,349,-3,-30,401,-5,0,7289,-188,-195,644,-72,40
2021-11,16101,Russia,101,1,-454,0,0,0,66,-1,-3,6657,-27,4276,14865,-477,-502,68793,-8563,-1500
2021-11,16403,Ukraine,14786,36,795,0,0,0,1,0,0,54,-1,0,6740,-166,106,7,-57,-476
2021-11,16543,Kazakhstan,51,1,-278,132,0,0,336,-3,-28,278,-3,4,4519,-112,34,2847,-304,296
2021-11,16713,Euro Area Countries,1041564,2642,1863,107734,-270,1295,1990830,-14861,-5416,3536945,-41109,-25654,769478,-5279,-457,2781118,-199554,57445
2021-11,19992,Total Europe,2103447,5263,33188,222700,-537,10425,2722105,-20360,-12151,7034134,-81555,-33506,1436324,-12169,7217,5140841,-321961,51688
2021-11,29998,Canada,175714,456,-3655,77532,-191,1999,252386,-1866,2014,1592491,-18058,27527,445475,-2977,3348,846516,-44366,7401
2021-11,30104,Argentina,778,2,-56,8,0,-1,1337,-10,-34,10671,-123,34,15540,-1644,1132,1950,-332,264
2021-11,30155,Barbados,1138,3,-4,569,-1,-5,9132,-67,121,3441,-40,9,3682,-110,186,1,0,1
2021-11,30309,Brazil,244289,630,-3382,467,-1,0,597,-5,-20,20850,-235,523,22871,6,295,119066,-2185,-1215
2021-11,30406,Chile,33391,87,-878,398,-1,27,2337,-17,37,29335,-326,1054,34140,-15,129,9086,484,243
2021-11,30503,Colombia,33108,86,-694,1168,-3,-8,1921,-14,-20,21695,-251,-45,22345,-884,645,3326,-291,28
2021-11,30708,Cuba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,-2
2021-11,30805,Dominican Republic,2775,7,64,2,0,0,269,-2,-12,816,-10,-15,6665,-208,59,0,0,0
2021-11,31003,Ecuador,134,0,0,37,0,0,325,-2,-7,924,-11,-29,NA,NA,NA,NA,NA,NA
2021-11,31089,El Salvador,235,1,-10,3,0,-35,225,-1,31,1236,-14,-12,1106,-34,-141,30,0,30
2021-11,31607,Jamaica,609,2,-24,0,0,0,387,-3,-7,361,-4,-3,NA,NA,NA,NA,NA,NA
2021-11,31704,Mexico,32428,89,-2612,12550,-32,11,3995,-35,-722,44167,-478,2702,90867,-2858,416,67024,-4873,-1266
2021-11,31887,Panama,1293,4,-276,866,-2,-23,6981,-54,-253,21026,-239,271,22153,-407,774,12878,0,-4220
2021-11,32204,Peru,27117,69,-87,266,-1,-4,2009,-14,65,8007,-96,-316,18818,-217,1134,2676,-190,18
2021-11,32409,Trinidad and Tobago,1866,5,-38,721,-2,33,2673,-19,70,4916,-56,78,702,-22,12,1254,-44,9
2021-11,32603,Uruguay,2382,6,-76,387,-1,104,1048,-9,-97,4689,-53,60,6478,-51,-1260,11,0,6
2021-11,32719,Venezuela,41,0,-7,13,0,0,1301,-10,-28,4387,-50,69,930,-53,-7,3,0,0
2021-11,34401,Total Caribbean,222781,570,-1522,73414,-181,1787,772645,-5730,3681,1895829,-21881,-454,786376,-2631,45657,2375019,-54567,-39579
2021-11,35254,Aruba,107,0,20,199,-1,-9,636,-5,5,446,-5,9,193,-6,6,0,0,0
2021-11,35319,Bahamas,2516,7,-149,11677,-30,-80,7114,-55,-256,30914,-352,432,1056,-2,-23,1395,-76,-110
2021-11,35602,Bermuda,38044,94,961,23795,-61,-319,150008,-1103,1940,138136,-1548,3989,49676,-96,-443,235227,-11369,243
2021-11,35718,Belize,130,0,21,1,0,0,215,-2,2,1067,-12,-9,0,-1,-44,3,0,-2
2021-11,35807,British Virgin Islands,31963,83,-643,1272,-3,264,18412,-140,-383,142037,-1676,-3187,16418,-33,499,61028,-1091,-2649
2021-11,36137,Cayman Islands,141908,368,-2696,34282,-82,1698,580231,-4306,2271,1553679,-17951,-1988,704921,-942,44772,2047600,-35734,-39633
2021-11,36188,Curacao,263,1,-25,184,0,-2,1259,-9,-3,5104,-61,-157,1393,-5,-799,26545,0,-3641
2021-11,37206,Netherlands Antilles,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2021-11,37508,Saint Lucia,205,0,198,36,0,36,205,-2,0,426,-5,3,70,-2,11,0,0,0
2021-11,37818,Turks AND Caicos Islands,101,0,-2,50,0,1,318,-2,-7,1264,-14,13,45,-1,1,1,0,0
2021-11,39942,Total Latin America,392020,1021,-9443,18403,-45,489,24334,-193,-1609,173833,-1955,4391,245101,-6668,3344,216117,-7435,-6065
2021-11,40703,Bahrain,49,0,-4,2,0,0,70,-1,1,1680,-19,73,3063,-19,393,303,-25,3
2021-11,41319,Sri Lanka,30,0,-110,0,0,0,0,0,0,32,0,0,1461,-7,-175,110,-4,1
2021-11,41408,China,1040769,2708,-24632,209181,-546,-6459,20870,-155,125,284258,-3257,1983,35353,210,-1591,264081,-16074,12153
2021-11,42005,Hong Kong,214767,546,32,8998,-23,6,70987,-522,973,185180,-2075,5381,7862,-18,238,140534,-8343,-961
2021-11,42102,India,203828,532,-5477,152,0,2,543,-4,0,10410,-115,452,12825,3,-844,289459,-9197,1145
2021-11,42218,Indonesia,19198,49,77,5160,-11,757,3254,-26,-261,691,-8,-18,36642,-186,-381,33676,-1003,425
2021-11,42404,Iraq,9088,23,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11,42501,Israel,56712,148,-1646,4559,-12,-66,7169,-53,-10,136457,-1600,-2159,24102,-176,-755,89976,-2804,792
2021-11,42609,Japan,1244343,3170,-2808,299673,-776,-7034,317870,-2306,8231,886478,-10373,-12451,209029,228,-938,1017502,-25946,2653
2021-11,43001,Korea,125999,277,17113,42155,-105,625,67433,-495,1056,362835,-3955,20094,27053,-56,-43,238221,-11416,1351
2021-11,43109,Kuwait,33908,86,-64,3218,-8,57,22347,-161,739,297476,-3458,-2198,NA,NA,NA,NA,NA,NA
2021-11,43419,Lebanon,1,0,0,0,0,0,14,0,0,294,-3,6,241,-83,-3,14,-1,1
2021-11,43605,Malaysia,9189,24,-210,19324,-49,-74,3266,-24,-9,29681,-338,381,12214,-58,40,16953,-888,6
2021-11,44105,Oman,5039,13,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4653,-34,-105,53,-4,1
2021-11,44709,Pakistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1801,-41,-33,501,-43,-32
2021-11,44806,Philippines,49310,124,351,860,-2,13,561,-4,-7,5585,-61,284,8973,-40,-50,14326,354,-111
2021-11,45101,Qatar,5140,16,-1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,17454,-123,173,6854,-548,388
2021-11,45608,Saudi Arabia,98186,253,-1470,1199,-3,-9,9763,-86,-1803,187765,-2239,-6261,NA,NA,NA,NA,NA,NA
2021-11,46019,Singapore,178168,452,177,3841,-10,20,45678,-329,1478,357104,-4071,4312,14115,-61,610,61840,-5114,1511
2021-11,46205,Syria,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
2021-11,46302,Taiwan,241155,604,3419,245653,-621,268,176819,-1309,1099,114517,-1324,-222,128,-1,8,352431,7523,3140
2021-11,46418,Thailand,46167,118,-131,11637,-25,1845,1817,-13,93,26815,-309,36,6160,-50,-74,28801,-1847,-54
2021-11,46604,United Arab Emirates,26569,70,-1146,380,-1,3,8293,-60,288,119633,-1342,3306,15944,-112,179,9431,-671,1505
2021-11,46906,Vietnam,43811,115,-1303,0,0,0,2,0,0,71,-1,3,524,-2,-15,2809,-105,46
2021-11,49999,Total Asia,3681348,9404,-17944,856510,-2194,-10054,760472,-5576,12000,3061782,-35153,15349,461331,-779,-2784,2603510,-79234,24383
2021-11,50105,Algeria,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11,50504,Botswana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11,52418,Gabon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738,-33,64,760,0,751
2021-11,52604,Ghana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3213,-162,-120,39,-2,-2
2021-11,53201,Liberia,22,0,0,0,0,0,256,-2,-1,809,-9,-4,6301,-304,52,13523,0,-2550
2021-11,53805,Mauritius,1149,3,100,2,0,0,97,-1,-2,707,-9,-42,2247,-94,322,26083,-1049,1778
2021-11,54003,Morocco,3768,10,-8,0,0,0,2,0,0,558,-6,21,3222,-154,67,217,-18,1
2021-11,54305,Nigeria,4408,12,-205,NA,NA,NA,NA,NA,NA,NA,NA,NA,3579,-176,-36,497,-22,-12
2021-11,55719,South Africa,12903,32,343,568,-2,-51,924,-7,-7,18695,-216,14,12940,-482,33,53493,-2505,154
2021-11,57002,Egypt,2249,6,-6,0,0,0,9,0,1,1065,-12,5,8202,-332,390,4281,-344,216
2021-11,59994,Total Africa,40591,106,-930,1171,-3,-11,2433,-17,89,25671,-297,-38,50716,-2532,1221,100273,-5069,1489
2021-11,60089,Australia ,44475,111,992,4605,-11,134,44135,-331,-336,412497,-4638,10556,134683,-1341,3030,240863,-17559,6212
2021-11,61204,Marshall Islands,9,0,0,3,0,0,253,-2,37,2278,-28,-182,3017,-57,-41,12299,-604,-183
2021-11,61689,New Zealand,5102,13,23,823,-2,0,3437,-25,38,52009,-610,-896,11386,-174,-97,15336,-978,-189
2021-11,69906,Total Other Countries,49865,124,1043,5488,-14,137,47902,-359,-258,467882,-5290,9406,149135,-1341,2669,269463,-17559,4105
2021-11,69995,Total Foreign Countries,6665766,16943,738,1255333,-3166,4778,4584650,-34135,1441,14252690,-164202,22678,3574458,-30483,62058,11551739,-532328,45559
2021-11,79995,Total IROs,46673,127,-3425,9018,-22,134,15301,-106,1014,13805,-140,1687,2318,-2521,2561,416,-20,10
2021-11,99990,Foreign official: all countries,3921510,10020,-20231,642595,-1631,-1565,167673,-1246,426,1514132,-17471,52,NA,NA,NA,NA,NA,NA
2021-11,99996,All Countries and IROs,6712439,17070,-2687,1264351,-3188,4912,4599951,-34242,2456,14266495,-164342,24365,3711144,-31618,63233,11552155,-530210,43431
2021-12,10189,Austria,3767,-18,416,484,-1,-14,3128,-4,29,32333,1181,321,13737,-8,121,17382,1160,-159
2021-12,10251,Belgium,230336,-1036,39787,10349,-25,67,629076,-796,-4136,109091,3898,3466,9471,2,-32,56921,3386,-928
2021-12,10405,Cyprus,96,-1,-4,0,0,0,88,0,25,4840,185,-186,767,0,2,6233,428,-1016
2021-12,10502,Denmark,14164,-78,-240,291,-1,0,20802,-25,567,256731,9016,12413,19628,3,-246,161805,8260,799
2021-12,10707,Finland,7793,-34,1524,0,0,0,7060,-8,766,58853,2062,2980,11307,-22,79,55142,3778,-1193
2021-12,10804,France,208207,-1128,663,16870,-43,-779,84884,-103,2965,383072,14537,-10841,179122,-295,-959,576660,38139,-3710
2021-12,11002,Germany,73759,-398,570,3077,-7,17,135883,-171,-46,375016,13998,-4305,83261,5,-3159,454651,24409,-7273
2021-12,11207,Greece,1221,-7,-124,2,0,0,158,0,0,3904,145,-14,2381,0,-54,7174,278,-48
2021-12,11304,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611,-13,35,1007,-14,-17
2021-12,11401,Ireland,205871,-1059,10799,21309,-53,-411,288446,-365,-1692,932547,32978,-133,100660,-298,-1695,800330,69747,-15655
2021-12,11509,Italy,40839,-230,-1401,1175,-2,334,19372,-24,8,69615,2616,-1261,54632,-74,716,107421,7302,372
2021-12,11703,Luxembourg,225411,-1188,6903,34558,-79,2343,729215,-913,-4167,1309998,48120,-12025,63060,-217,858,151908,9743,-6627
2021-12,11819,Malta,624,-3,29,21,0,0,1118,-1,-15,2815,102,55,446,0,45,1393,83,-19
2021-12,12009,Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-13,20,0,5
2021-12,12106,Netherlands,64291,-352,-537,16278,-40,-297,95754,-107,1261,408498,13627,-8291,182587,-448,-6889,556840,16249,-4705
2021-12,12203,Norway,97644,-540,-1760,225,-1,10,58039,-66,267,488065,17523,-1244,29876,49,203,45865,2409,-713
2021-12,12319,Portugal,4897,-28,-277,0,0,0,1096,-1,-12,8451,317,-129,2615,1,86,8931,137,220
2021-12,12505,Spain,23244,-135,-1584,3100,-8,-332,3945,-5,-61,42565,1579,-228,49435,-20,-1231,118623,7119,-2280
2021-12,12602,Sweden,47461,-215,2301,105,0,9,11823,-6,1267,387007,12220,6345,24805,-83,-203,207379,13386,1717
2021-12,12688,Switzerland,253312,-1394,-3172,19770,-48,-52,94673,-120,-753,784964,30417,-39270,49824,-129,-3986,694223,50410,-4681
2021-12,12807,Turkey,1302,-8,-81,0,0,0,44,0,7,1398,47,129,11311,-155,-594,7679,222,-421
2021-12,13005,United Kingdom,556052,-2888,24733,73011,-218,-16445,533522,-683,-12994,1691012,60212,-30349,452749,744,3710,1084688,72828,-8071
2021-12,13006,Guernsey,5796,-32,-9,176,-1,-37,7539,-9,42,59855,2232,-639,7904,10,1865,55798,3741,-334
2021-12,13007,Jersey,2416,-12,128,503,-1,-14,3297,-4,45,27239,1034,-770,12948,21,489,153648,10164,1166
2021-12,13008,Isle of Man,1059,-6,34,8,0,0,243,0,12,3079,91,623,1375,2,89,6994,485,-281
2021-12,13218,Serbia,1102,-6,59,0,0,0,0,0,0,23,1,1,2938,79,32,1,0,0
2021-12,14214,Croatia,1536,-9,-33,0,0,0,11,0,1,994,48,-300,1405,-11,55,61,-1,2
2021-12,14338,Slovenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1162,-1,18,358,23,-27
2021-12,15202,Bulgaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,0,32,41,-1,4
2021-12,15288,Czech Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2641,20,139,2050,235,-27
2021-12,15504,Hungary,215,-1,29,2025,-5,-74,82,0,20,1936,66,151,6359,36,156,5853,-191,-95
2021-12,15601,Latvia,138,-1,-17,1006,-2,-17,296,0,-10,673,25,-7,98,-1,8,6,0,0
2021-12,15709,Lithuania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,-4,6,38,-1,1
2021-12,15768,Poland,36540,-271,-13337,0,0,0,1275,-1,129,2123,96,-471,5100,89,-127,11405,657,-158
2021-12,15806,Romania,5415,-28,214,0,0,0,370,0,21,546,15,130,7452,-58,221,690,-9,55
2021-12,16101,Russia,102,-1,2,0,0,0,64,0,-2,4311,255,-2601,14411,4,-458,68202,-2197,1606
2021-12,16403,Ukraine,15750,-80,1044,0,0,0,1,0,0,72,2,16,6357,-53,-330,3,0,-4
2021-12,16543,Kazakhstan,51,0,0,132,0,0,345,0,9,275,11,-14,4215,-36,-268,2213,-40,-594
2021-12,16713,Euro Area Countries,1093078,-5630,57463,108382,-262,888,2000312,-2501,-5078,3746691,135527,-30665,756058,-1384,-12067,2920279,181994,-43061
2021-12,19992,Total Europe,2165221,-11370,67307,206466,-542,-15692,2733366,-3419,-16505,7475836,269532,-86239,1424253,-921,-11150,5430460,341662,-52363
2021-12,29998,Canada,201482,-950,9071,78224,-189,881,263394,-317,-867,1741188,61021,126,447453,202,1776,867674,37896,-16738
2021-12,30104,Argentina,762,-4,-12,8,0,0,1306,-2,-29,10241,409,-839,12354,2344,-5530,1839,148,-259
2021-12,30155,Barbados,1072,-6,-60,664,-1,96,9168,-11,47,3489,132,-84,3592,101,-191,1,0,0
2021-12,30309,Brazil,239989,-1320,-2980,466,-1,0,590,-1,-6,21881,799,232,23876,477,528,124834,2709,3059
2021-12,30406,Chile,33523,-180,312,397,-1,0,2251,-3,-83,29859,1124,-600,33956,51,-235,7993,-849,-244
2021-12,30503,Colombia,32576,-179,-353,1028,-3,-137,10913,-2,8994,22493,831,-33,22170,-42,-133,3347,79,-58
2021-12,30708,Cuba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1
2021-12,30805,Dominican Republic,2686,-15,-74,2,0,0,260,0,-9,741,31,-106,6721,182,-126,0,0,0
2021-12,31003,Ecuador,121,-1,-12,30,0,-7,326,0,1,941,35,-18,NA,NA,NA,NA,NA,NA
2021-12,31089,El Salvador,223,-1,-11,3,0,0,207,0,-18,1236,47,-47,1006,26,-126,0,1,-31
2021-12,31607,Jamaica,613,-3,7,0,0,0,376,0,-11,369,14,-6,NA,NA,NA,NA,NA,NA
2021-12,31704,Mexico,33020,-175,767,12942,-31,423,3877,-5,-113,44468,1692,-1391,90141,2956,-3682,74569,8654,-1109
2021-12,31887,Panama,1367,-7,81,867,-2,3,6721,-9,-251,21491,806,-11676,22633,423,57,16152,0,3274
2021-12,32204,Peru,27665,-147,695,261,-1,-4,2018,-3,12,8363,307,49,19182,317,47,2742,101,-35
2021-12,32409,Trinidad and Tobago,1953,-10,97,681,-2,-38,2759,-3,89,5105,188,1,703,19,-18,0,57,-1311
2021-12,32603,Uruguay,2388,-13,19,346,-1,-40,1016,-1,-31,4623,180,-246,6512,92,-58,15,1,3
2021-12,32719,Venezuela,41,0,0,13,0,0,1266,-2,-33,4211,168,-344,981,-309,360,3,0,0
2021-12,34401,Total Caribbean,226407,-1204,4830,73028,-179,-207,763673,-970,-8002,1934528,72644,-45280,790217,-1580,5421,2372890,57503,-61843
2021-12,35254,Aruba,89,-1,-17,215,0,16,605,-1,-30,436,17,-27,200,5,2,0,0,0
2021-12,35319,Bahamas,3107,-14,605,10850,-28,-799,6755,-9,-350,34649,1185,2550,1041,-4,-11,1215,70,-250
2021-12,35602,Bermuda,38635,-206,797,23212,-58,-525,149233,-188,-587,142725,5293,-704,49580,-174,78,243442,9399,-1184
2021-12,35718,Belize,128,-1,-1,1,0,0,200,0,-15,1050,41,-58,0,0,0,3,0,0
2021-12,35807,British Virgin Islands,31703,-173,-87,1308,-3,39,18826,-23,437,145120,5443,-2360,15820,-57,-541,66229,1226,3975
2021-12,36137,Cayman Islands,144625,-767,3484,35206,-83,1007,571860,-729,-7642,1580907,59533,-32305,709906,-2533,7518,2032484,41142,-58469
2021-12,36188,Curacao,264,-1,2,184,0,0,1272,-2,15,5055,196,-245,1141,-5,-247,27602,0,1057
2021-12,37206,Netherlands Antilles,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2021-12,37508,Saint Lucia,202,-1,-2,36,0,0,212,0,7,417,16,-25,140,2,68,0,0,0
2021-12,37818,Turks AND Caicos Islands,103,-1,3,41,0,-9,328,0,10,1287,48,-25,45,1,-1,1,0,0
2021-12,39942,Total Latin America,389830,-2119,-71,18609,-45,251,32676,-31,8373,176700,6661,-3794,242762,6762,-9101,231559,10906,4536
2021-12,40703,Bahrain,52,0,3,2,0,0,70,0,0,1717,64,-27,3101,22,16,300,4,-7
2021-12,41319,Sri Lanka,30,0,0,0,0,0,0,0,0,32,1,-1,1325,0,-136,113,1,2
2021-12,41408,China,1036125,-5626,982,202668,-509,-6004,20632,-26,-212,294531,10892,-619,34633,85,-805,267093,-8368,11380
2021-12,42005,Hong Kong,204469,-1161,-9137,9280,-22,304,71822,-89,924,188174,7096,-4102,7613,-24,-225,139805,656,-1385
2021-12,42102,India,197409,-1102,-5317,157,0,5,561,-1,19,10578,399,-231,12233,31,-623,291910,10626,-8175
2021-12,42218,Indonesia,18157,-104,-937,5451,-13,304,3215,-4,-35,835,26,118,37071,354,75,33754,370,-292
2021-12,42404,Iraq,9602,-49,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12,42501,Israel,57882,-307,1477,4422,-11,-126,7239,-9,79,139799,5229,-1887,24220,176,-58,90604,3887,-3259
2021-12,42609,Japan,1214078,-6726,-23539,301979,-729,3035,321573,-399,4102,924299,33968,3853,206987,-1779,-263,1029976,18185,-5711
2021-12,43001,Korea,123843,-681,-1475,42051,-103,-1,68717,-85,1369,380771,13903,4033,26571,-68,-414,254124,13296,2607
2021-12,43109,Kuwait,32421,-183,-1304,3106,-8,-104,22296,-28,-23,308973,11399,98,NA,NA,NA,NA,NA,NA
2021-12,43419,Lebanon,0,0,-1,0,0,0,14,0,0,292,11,-13,221,-20,0,14,0,0
2021-12,43605,Malaysia,9067,-50,-72,18830,-47,-447,3338,-4,76,34401,1137,3583,12592,86,292,17472,672,-153
2021-12,44105,Oman,5199,-27,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,4867,34,180,41,1,-13
2021-12,44709,Pakistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1791,23,-33,438,-24,-39
2021-12,44806,Philippines,47569,-267,-1474,864,-2,6,653,-1,93,5929,214,130,9025,71,-19,14083,-322,79
2021-12,45101,Qatar,4796,-28,-316,NA,NA,NA,NA,NA,NA,NA,NA,NA,17417,127,-164,7173,96,223
2021-12,45608,Saudi Arabia,100524,-531,2869,1159,-3,-37,7654,-12,-2097,180385,7195,-14575,NA,NA,NA,NA,NA,NA
2021-12,46019,Singapore,183328,-963,6123,3696,-9,-136,52167,-57,6546,384527,13683,13740,13775,13,-353,64748,30,2878
2021-12,46205,Syria,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
